Pokemon,Move1,Move2,Move3,Move4,Move5,Move6,Move7,Move8,Move9,Move10,Move11,Move12,Move13,Move14,Move15,Move16,Move17,Move18,Move19,Move20,Move21,Move22,Move23,Move24,Move25,Move26,Move27,Move28,Move29,Move30,Move31,Move32,Move33,Move34,Move35,Move36,Move37,Move38,Move39,Move40,Move41,Move42,Move43,Move44,Move45,Move46,Move47,Move48,Move49,Move50,Move51,Move52,Move53,Move54,Move55,Move56,Move57,Move58,Move59,Move60,Move61,Move62,Move63,Move64,Move65,Move66,Move67,Move68,Move69,Move70,Move71,Move72,Move73,Move74,Move75,Move76,Move77,Move78,Move79,Move80,Move81,Move82,Move83,Move84,Move85,Move86,Move87,Move88,Move89,Move90,Move91,Move92,Move93,Move94,Move95,Move96,Move97,Move98,Move99,Move100,Move101,Move102,Move103,Move104,Move105,Move106,Move107,Move108,Move109,Move110,Move111,Move112,Move113,Move114,Move115,Move116,Move117,Move118,Move119,Move120,Move121,Move122,Move123,Move124,Move125,Move126,Move127,Move128,Move129,Move130,Move131,Move132,Move133,Move134,Move135,Move136,Move137,Move138,Move139,Move140,Move141,Move142,Move143,Move144,Move145,Move146,Move147,Move148,Move149,Move150,Move151,Move152,Move153,Move154,Move155,Move156,Move157,Move158,Move159,Move160,Move161,Move162,Move163,Move164,Move165,Move166,Move167,Move168,Move169,Move170,Move171,Move172,Move173,Move174,Move175,Move176,Move177,Move178,Move179,Move180,Move181,Move182,Move183,Move184,Move185,Move186,Move187,Move188,Move189,Move190,Move191,Move192,Move193,Move194,Move195,Move196,Move197,Move198,Move199,Move200,Move201,Move202,Move203,Move204,Move205,Move206,Move207,Move208,Move209,Move210,Move211,Move212,Move213,Move214,Move215,Move216,Move217,Move218,Move219,Move220,Move221,Move222,Move223,Move224,Move225,Move226,Move227,Move228,Move229,Move230,Move231,Move232,Move233,Move234,Move235,Move236,Move237,Move238,Move239,Move240,Move241,Move242,Move243,Move244,Move245,Move246,Move247,Move248,Move249,Move250,Move251,Move252,Move253,Move254,Move255,Move256,Move257,Move258
Landorus,Facade,Focus Blast,U-turn,Giga Impact,Psychic,Hyper Beam,Bite,Calm Mind,Endure,Substitute,Imprison,Rain Dance,Twister,Stealth Rock,Iron Tail,Fly,Smack Down,Sludge Bomb,Mud Shot,Rock Slide,Body Slam,Sand Tomb,Earth Power,Fling,Earthquake,Crunch,Gravity,Rock Tomb,Nasty Plot,Stomping Tantrum,Rock Smash,Sunny Day,Swords Dance,Stone Edge,Dig,Rest,Outrage,Sludge Wave,Block,Leer,Take Down,Sandsear Storm,Scorching Sands,Mud-Slap,Fissure,Sleep Talk,Bulk Up,Brick Break,Protect,Extrasensory,Taunt,Tera Blast,Scary Face,Bulldoze,Sandstorm,Weather Ball,Tackle,Grass Knot,Hammer Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyurem,Dragon Breath,Fusion Bolt,Facade,Focus Blast,Roar,Ice Burn,Icicle Spear,Dragon Tail,Giga Impact,Psychic,Hyper Beam,Safeguard,Payback,Endure,Substitute,Imprison,Ancient Power,Hyper Voice,Avalanche,Rain Dance,Fly,Snore,Body Slam,Rock Slide,Dragon Dance,Glaciate,Helping Hand,Earth Power,Fling,Body Press,Rock Tomb,Aerial Ace,Dragon Pulse,Shadow Claw,Iron Head,Breaking Swipe,Reflect,Snowscape,Flash Cannon,Shadow Ball,Icy Wind,Sheer Cold,Sunny Day,Light Screen,Dragon Cheer,Stone Edge,Rest,Blizzard,Freeze-Dry,Outrage,Fusion Flare,Scale Shot,Draco Meteor,Slash,Take Down,Noble Roar,Brutal Swing,Sleep Talk,Swift,Dragon Claw,Protect,Round,Tera Blast,Dual Wingbeat,Scary Face,Freeze Shock,Ice Fang,Steel Wing,Ice Beam,Weather Ball,Hail,Endeavor,Zen Headbutt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keldeo,Close Combat,Roar,Facade,Focus Blast,Chilling Water,Giga Impact,Hyper Beam,Safeguard,Calm Mind,Low Kick,Endure,Substitute,Work Up,Water Pulse,Bubble Beam,Rain Dance,Muddy Water,Aura Sphere,Poison Jab,Quick Guard,Snore,Air Slash,Reversal,Helping Hand,Psych Up,Aqua Tail,Aqua Jet,Aerial Ace,Flip Turn,Double Kick,Surf,Reflect,Upper Hand,Retaliate,Liquidation,Double-Edge,Icy Wind,Sunny Day,Swords Dance,Revenge,Megahorn,Stone Edge,Rest,Superpower,Secret Sword,X-Scissor,Scald,Trailblaze,Leer,Take Down,Coaching,Bounce,Smart Strike,Pain Split,Hydro Pump,Sleep Talk,Swift,Brick Break,Protect,Baton Pass,Round,Taunt,Tera Blast,Sacred Sword,False Swipe,Hail,Vacuum Wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meloetta,Close Combat,Role Play,Facade,Hidden Power,Swagger,U-turn,Safeguard,Substitute,Perish Song,Relic Song,Rain Dance,Hyper Voice,Uproar,Play Rough,Snore,Telekinesis,Psych Up,Focus Punch,Magic Room,Knock Off,Psyshock,Trick,Echoed Voice,Rest,Sleep Talk,Round,Baton Pass,Tera Blast,Charge Beam,Drain Punch,Sing,Grass Knot,Focus Blast,Energy Ball,Dazzling Gleam,Recycle,Quick Attack,Trick Room,Laser Focus,Ice Punch,Fake Tears,Wake-Up Slap,Disarming Voice,Power-Up Punch,Frustration,Thunder Wave,Shadow Ball,Rock Smash,Swords Dance,Stone Edge,Coaching,Swift,Dual Chop,Zen Headbutt,Hyper Beam,Payback,Psychic,Hone Claws,Acrobatics,Thunder,Dream Eater,Return,Signal Beam,Skill Swap,Secret Power,Shock Wave,Confusion,Light Screen,Thunderbolt,Covet,Low Sweep,Last Resort,Teeter Dance,Charm,Triple Axel,Psybeam,Snatch,Giga Impact,Calm Mind,Low Kick,Endure,Work Up,Flash,Ally Switch,Alluring Voice,Heal Bell,Reversal,Helping Hand,Confide,Fling,Double Team,Metronome,Gravity,Strength,Shadow Claw,Embargo,Retaliate,Sunny Day,Wonder Room,Toxic,Magic Coat,Brick Break,Protect,Thunder Punch,Fire Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesect,Hidden Power,Facade,Swagger,U-turn,Dark Pulse,Substitute,Snore,Telekinesis,Tri Attack,Bug Buzz,Rock Polish,Rest,X-Scissor,Slash,Fury Cutter,Sleep Talk,Metal Claw,Round,Assurance,Charge Beam,Struggle Bug,Magnet Rise,Energy Ball,Recycle,Quick Attack,Infestation,Fly,Iron Defense,Zap Cannon,Iron Head,Frustration,Reflect,Magnet Bomb,Thunder Wave,Swift,Fell Stinger,Ice Beam,Zen Headbutt,Flame Charge,Hyper Beam,Hone Claws,Giga Drain,Psychic,Screech,Thunder,Return,Signal Beam,Solar Beam,Aerial Ace,Explosion,Secret Power,Shock Wave,Bug Bite,Light Screen,Flamethrower,Thunderbolt,Last Resort,Gunk Shot,Leech Life,Simple Beam,Giga Impact,Endure,Flash,Ally Switch,Confide,Double Team,Gravity,Shadow Claw,Flash Cannon,Self-Destruct,Blizzard,Metal Sound,Electroweb,Blaze Kick,Toxic,Magic Coat,Protect,Lock-On,Techno Blast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chespin,Hidden Power,Facade,Swagger,Substitute,Rain Dance,Poison Jab,Snore,Curse,Rock Slide,Focus Punch,Wood Hammer,Belly Drum,Rest,Wide Guard,Sleep Talk,Metal Claw,Round,Growl,Tera Blast,Drain Punch,Gyro Ball,Endeavor,Grass Knot,Roar,Energy Ball,Super Fang,Iron Tail,Iron Defense,Sludge Bomb,Magical Leaf,Mud Shot,Nature Power,Iron Head,Power-Up Punch,Bullet Seed,Leaf Storm,Reflect,Frustration,Rock Smash,Swords Dance,Stone Edge,Dig,Defense Curl,Synthesis,Cut,Bulk Up,Swift,Dual Chop,Worry Seed,Zen Headbutt,Payback,Giga Drain,Return,Quick Guard,Grassy Terrain,Rollout,Rock Tomb,Aerial Ace,Solar Beam,Secret Power,Pin Missile,Superpower,Low Sweep,Trailblaze,Take Down,Vine Whip,Taunt,Bulldoze,Attract,Tackle,Bite,Low Kick,Endure,Work Up,Flash,Smack Down,Confide,Body Slam,Helping Hand,Fling,Double Team,Strength,Shadow Claw,Stomping Tantrum,Retaliate,Sunny Day,Seed Bomb,Grass Pledge,Toxic,Pain Split,Grassy Glide,Brick Break,Protect,Leech Seed,Thunder Punch,Spikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quilladin,Hidden Power,Facade,Swagger,Substitute,Rain Dance,Poison Jab,Snore,Curse,Rock Slide,Focus Punch,Wood Hammer,Belly Drum,Rest,Wide Guard,Sleep Talk,Metal Claw,Round,Growl,Tera Blast,Gyro Ball,Drain Punch,Endeavor,Grass Knot,Roar,Energy Ball,Super Fang,Iron Tail,Iron Defense,Sludge Bomb,Magical Leaf,Mud Shot,Nature Power,Iron Head,Power-Up Punch,Bullet Seed,Leaf Storm,Reflect,Frustration,Needle Arm,Rock Smash,Swords Dance,Stone Edge,Dig,Defense Curl,Synthesis,Cut,Bulk Up,Swift,Dual Chop,Worry Seed,Zen Headbutt,Payback,Hone Claws,Giga Drain,Return,Quick Guard,Grassy Terrain,Rollout,Rock Tomb,Aerial Ace,Solar Beam,Secret Power,Pin Missile,Superpower,Low Sweep,Trailblaze,Take Down,Vine Whip,Taunt,Bulldoze,Attract,Tackle,Bite,Low Kick,Endure,Work Up,Flash,Smack Down,Confide,Body Slam,Helping Hand,Fling,Double Team,Strength,Shadow Claw,Stomping Tantrum,Retaliate,Sunny Day,Seed Bomb,Grass Pledge,Toxic,Pain Split,Grassy Glide,Brick Break,Protect,Leech Seed,Thunder Punch,Spikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chesnaught,Close Combat,Hidden Power,Facade,Swagger,Substitute,Rain Dance,Poison Jab,Snore,Curse,Rock Slide,Focus Punch,Knock Off,Wood Hammer,Belly Drum,Rest,Wide Guard,Sleep Talk,Metal Claw,Round,Growl,Tera Blast,Drain Punch,Gyro Ball,Grass Knot,Hammer Arm,Endeavor,Roar,Focus Blast,Energy Ball,Super Fang,Iron Tail,Iron Defense,Sludge Bomb,Magical Leaf,Mud Shot,Crunch,Nature Power,Iron Head,Power-Up Punch,Bullet Seed,Leaf Storm,Reflect,Frustration,Needle Arm,Rock Smash,Swords Dance,Stone Edge,Dig,Block,Coaching,Defense Curl,Synthesis,Cut,Bulk Up,Swift,Dual Chop,Worry Seed,Zen Headbutt,Hyper Beam,Payback,Giga Drain,Hone Claws,High Horsepower,Return,Quick Guard,Grassy Terrain,Rollout,Body Press,Rock Tomb,Aerial Ace,Solar Beam,Secret Power,Pin Missile,Superpower,Low Sweep,Trailblaze,Take Down,Vine Whip,Taunt,Scary Face,Bulldoze,Frenzy Plant,Attract,Tackle,Bite,Giga Impact,Low Kick,Endure,Work Up,Flash,Smack Down,Confide,Body Slam,Helping Hand,Reversal,Fling,Double Team,Earthquake,Feint,Strength,Shadow Claw,Stomping Tantrum,Retaliate,Double-Edge,Sunny Day,Seed Bomb,Grass Pledge,Toxic,Mud-Slap,Pain Split,Spiky Shield,Grassy Glide,Dragon Claw,Brick Break,Protect,Leech Seed,Thunder Punch,Spikes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fennekin,Hidden Power,Flame Charge,Thief,Facade,Swagger,Psychic,Fire Pledge,Overheat,Safeguard,Calm Mind,Psychic Terrain,Endure,Substitute,Scratch,Fire Blast,Imprison,Rain Dance,Iron Tail,Work Up,Dream Eater,Trick Room,Return,Copycat,Snore,Secret Power,Ember,Agility,Confide,Mud Shot,Helping Hand,Double Team,Psych Up,Magic Room,Skill Swap,Solar Beam,Power-Up Punch,Wish,Foul Play,Frustration,Hypnosis,Howl,Will-O-Wisp,Embargo,Psyshock,Heat Wave,Burning Jealousy,Trick,Echoed Voice,Tail Whip,Fire Spin,Light Screen,Sunny Day,Flamethrower,Flare Blitz,Rest,Covet,Take Down,Toxic,Mud-Slap,Incinerate,Sleep Talk,Charm,Magic Coat,Swift,Round,Protect,Cut,Stored Power,Tera Blast,Lucky Chant,Attract,Encore,Psybeam,Grass Knot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braixen,Hidden Power,Facade,Swagger,Safeguard,Substitute,Imprison,Rain Dance,Snore,Telekinesis,Agility,Psych Up,Magic Room,Foul Play,Will-O-Wisp,Psyshock,Trick,Echoed Voice,Rest,Sleep Talk,Round,Stored Power,Tera Blast,Lucky Chant,Grass Knot,Thief,Recycle,Iron Tail,Trick Room,Laser Focus,Ember,Mud Shot,Power-Up Punch,Frustration,Heat Wave,Burning Jealousy,Flare Blitz,Incinerate,Cut,Swift,Zen Headbutt,Flame Charge,Psychic,Overheat,Psychic Terrain,Scratch,Fire Blast,Dream Eater,Return,Copycat,Solar Beam,Skill Swap,Secret Power,Hypnosis,Howl,Shock Wave,Fire Spin,Light Screen,Flamethrower,Covet,Take Down,Charm,Attract,Encore,Psybeam,Snatch,Fire Pledge,Calm Mind,Low Kick,Endure,Work Up,Ally Switch,Confide,Helping Hand,Double Team,Wish,Embargo,Tail Whip,Sunny Day,Wonder Room,Toxic,Mud-Slap,Magic Coat,Protect,Thunder Punch,Fire Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delphox,Hidden Power,Role Play,Facade,Hex,Swagger,Safeguard,Substitute,Imprison,Rain Dance,Hyper Voice,Mystical Fire,Snore,Telekinesis,Agility,Night Shade,Blast Burn,Psych Up,Switcheroo,Magic Room,Nasty Plot,Foul Play,Will-O-Wisp,Psyshock,Trick,Echoed Voice,Rest,Sleep Talk,Round,Stored Power,Tera Blast,Lucky Chant,Grass Knot,Thief,Focus Blast,Dazzling Gleam,Recycle,Iron Tail,Trick Room,Laser Focus,Ember,Mud Shot,Power-Up Punch,Frustration,Reflect,Shadow Ball,Heat Wave,Burning Jealousy,Flare Blitz,Incinerate,Cut,Swift,Zen Headbutt,Flame Charge,Hyper Beam,Psychic,Overheat,Psychic Terrain,Scratch,Fire Blast,Dream Eater,Return,Copycat,Signal Beam,Psychic Noise,Solar Beam,Skill Swap,Secret Power,Hypnosis,Howl,Shock Wave,Fire Spin,Light Screen,Flamethrower,Covet,Take Down,Confuse Ray,Charm,Attract,Encore,Psybeam,Snatch,Giga Impact,Fire Pledge,Calm Mind,Low Kick,Endure,Work Up,Ally Switch,Confide,Helping Hand,Double Team,Metronome,Future Sight,Wish,Embargo,Tail Whip,Sunny Day,Wonder Room,Scorching Sands,Toxic,Mud-Slap,Magic Coat,Protect,Thunder Punch,Fire Punch,Expanding Force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Froakie,Hidden Power,Role Play,Facade,Swagger,Counter,U-turn,Waterfall,Substitute,Mud Sport,Rain Dance,Snore,Spite,Rock Slide,Smokescreen,Switcheroo,Surf,Echoed Voice,Rest,Bounce,Sleep Talk,Round,Growl,Tera Blast,Grass Knot,Thief,Quick Attack,Water Pulse,Mind Reader,Mud Shot,Toxic Spikes,Pound,Power-Up Punch,Dive,Frustration,Liquidation,Rock Smash,Dig,Hydro Pump,Cut,Swift,Ice Beam,Bestow,Acrobatics,Return,Rock Tomb,Aerial Ace,Camouflage,Secret Power,Icy Wind,Lick,Scald,Trailblaze,Take Down,Bubble,Taunt,Attract,Snatch,Chilling Water,Endure,Water Pledge,Work Up,Smack Down,Confide,Helping Hand,Fling,Double Team,Strength,Retaliate,Snowscape,Water Sport,Blizzard,Toxic,Mud-Slap,Protect,Water Gun,Spikes,False Swipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frogadier,Hidden Power,Role Play,Facade,Swagger,Counter,U-turn,Waterfall,Dark Pulse,Substitute,Mud Sport,Rain Dance,Snore,Spite,Rock Slide,Smokescreen,Switcheroo,Surf,Echoed Voice,Rest,Bounce,Sleep Talk,Round,Growl,Tera Blast,Grass Knot,Thief,Quick Attack,Water Pulse,Mind Reader,Ice Punch,Mud Shot,Toxic Spikes,Pound,Power-Up Punch,Dive,Frustration,Liquidation,Rock Smash,Swords Dance,Dig,Hydro Pump,Cut,Swift,Ice Beam,Bestow,Acrobatics,Return,Rock Tomb,Aerial Ace,Camouflage,Secret Power,Icy Wind,Lick,Scald,Trailblaze,Take Down,Bubble,Taunt,Gunk Shot,Attract,Snatch,Chilling Water,Low Kick,Endure,Water Pledge,Work Up,Smack Down,Confide,Helping Hand,Fling,Double Team,Strength,Retaliate,Snowscape,Water Sport,Blizzard,Toxic,Mud-Slap,Protect,Water Gun,Spikes,False Swipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greninja,Hidden Power,Role Play,Facade,Swagger,Counter,Hydro Cannon,U-turn,Waterfall,Dark Pulse,Substitute,Mud Sport,Rain Dance,Snore,Spite,Rock Slide,Smokescreen,Switcheroo,Surf,Echoed Voice,Rest,Bounce,Sleep Talk,Round,Growl,Tera Blast,Haze,Weather Ball,Grass Knot,Thief,Quick Attack,Water Pulse,Mind Reader,Ice Punch,Mud Shot,Pound,Toxic Spikes,Night Slash,Power-Up Punch,Dive,Frustration,Liquidation,Rock Smash,Swords Dance,Dig,Hydro Pump,Cut,Swift,Ice Beam,Hyper Beam,Bestow,Acrobatics,Return,Feint Attack,Rock Tomb,Aerial Ace,Camouflage,Secret Power,Icy Wind,Lick,Low Sweep,Scald,Trailblaze,Take Down,Mat Block,Bubble,Extrasensory,Taunt,Gunk Shot,Attract,Snatch,Chilling Water,Giga Impact,Low Kick,Endure,Water Pledge,Work Up,Smack Down,Shadow Sneak,Confide,Helping Hand,Fling,Double Team,Strength,Upper Hand,Retaliate,Snowscape,Water Sport,Blizzard,Sludge Wave,Toxic,Mud-Slap,Brutal Swing,Brick Break,Protect,Water Gun,Spikes,False Swipe,Water Shuriken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunnelby,Hidden Power,Thief,Facade,Torment,Swagger,U-turn,Payback,Recycle,Quick Attack,Super Fang,Substitute,Endure,Work Up,Iron Tail,Return,Smack Down,Sludge Bomb,Snore,Laser Focus,Agility,Confide,Mud Shot,Rock Slide,Rollout,Fling,Double Team,Earthquake,Rock Tomb,Strength,Nature Power,Iron Head,Double Kick,Wild Charge,Surf,Frustration,Power-Up Punch,Secret Power,Rock Smash,Endeavor,Flail,Swords Dance,Stone Edge,Dig,Rest,Double Slap,Last Resort,Leer,Take Down,Bounce,Toxic,Defense Curl,Mud-Slap,Sleep Talk,Bulk Up,Cut,Brick Break,Protect,Round,Odor Sleuth,Bulldoze,Sandstorm,Spikes,Attract,Tackle,Grass Knot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diggersby,Hidden Power,Facade,Swagger,U-turn,Substitute,Uproar,Snore,Agility,Rock Slide,Sand Tomb,Focus Punch,Knock Off,Surf,Foul Play,Rototiller,Rest,Bounce,Sleep Talk,Mega Kick,Round,Endeavor,Grass Knot,Hammer Arm,Thief,Torment,Recycle,Quick Attack,Super Fang,Iron Tail,Sludge Bomb,Laser Focus,Ice Punch,Mud Shot,Earth Power,Nature Power,Iron Head,Power-Up Punch,Wild Charge,Frustration,Rock Smash,Flail,Swords Dance,Stone Edge,Dig,Defense Curl,Cut,Bulk Up,Odor Sleuth,Double Slap,Hyper Beam,Payback,High Horsepower,Return,Rollout,Rock Tomb,Secret Power,Superpower,Last Resort,Leer,Take Down,Gunk Shot,Bulldoze,Gastro Acid,Attract,Tackle,Snatch,Giga Impact,Low Kick,Endure,Work Up,Smack Down,Confide,Body Slam,Fling,Double Team,Earthquake,Strength,Double Kick,Stomping Tantrum,Mega Punch,Scorching Sands,Toxic,Mud-Slap,Brutal Swing,Brick Break,Protect,Thunder Punch,Sandstorm,Spikes,Fire Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fletchling,Flame Charge,Thief,Facade,U-turn,Overheat,Acrobatics,Quick Attack,Endure,Substitute,Work Up,Rain Dance,Peck,Fly,Quick Guard,Snore,Ember,Agility,Air Slash,Air Cutter,Roost,Aerial Ace,Hurricane,Feather Dance,Will-O-Wisp,Tailwind,Heat Wave,Double-Edge,Flail,Sunny Day,Swords Dance,Flare Blitz,Rest,Take Down,Sleep Talk,Swift,Round,Protect,Growl,Taunt,Tera Blast,Dual Wingbeat,Brave Bird,Steel Wing,Defog,Attract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fletchinder,Flame Charge,Thief,Facade,U-turn,Overheat,Acrobatics,Quick Attack,Endure,Substitute,Fire Blast,Work Up,Rain Dance,Peck,Fly,Quick Guard,Snore,Ember,Agility,Air Slash,Air Cutter,Roost,Feint,Aerial Ace,Hurricane,Feather Dance,Will-O-Wisp,Tailwind,Heat Wave,Double-Edge,Fire Spin,Flail,Sunny Day,Swords Dance,Flamethrower,Flare Blitz,Rest,Take Down,Temper Flare,Sleep Talk,Swift,Round,Protect,Growl,Taunt,Tera Blast,Dual Wingbeat,Brave Bird,Steel Wing,Defog,Attract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Talonflame,Flame Charge,Thief,Facade,U-turn,Giga Impact,Hyper Beam,Overheat,Acrobatics,Quick Attack,Endure,Substitute,Fire Blast,Work Up,Rain Dance,Peck,Fly,Quick Guard,Snore,Ember,Agility,Air Slash,Air Cutter,Roost,Feint,Aerial Ace,Solar Beam,Hurricane,Feather Dance,Upper Hand,Will-O-Wisp,Tailwind,Heat Wave,Double-Edge,Fire Spin,Flail,Sunny Day,Swords Dance,Flare Blitz,Flamethrower,Rest,Take Down,Temper Flare,Sleep Talk,Bulk Up,Swift,Round,Protect,Growl,Taunt,Tera Blast,Dual Wingbeat,Brave Bird,Steel Wing,Defog,Attract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
